25/09/2024 11:20:25	INFO	02294861	LOGD	Início das operações do logd	839C83EBFC7769A9
25/09/2024 11:20:25	INFO	02294861	LOGD	Urna ligada em 25/09/2024 às 11:19:30	C69FE8140C630156
25/09/2024 11:20:25	INFO	02294861	SCUE	Iniciando aplicação - 1º turno	54617A5C193FFE26
25/09/2024 11:20:25	INFO	02294861	SCUE	Versão da aplicação: 9.30.0.0 - Tupiniquim	69552F0B94F1471C
25/09/2024 11:20:27	INFO	02294861	SCUE	Urna operando com rede elétrica	8C614FC264B143A4
25/09/2024 11:20:27	INFO	02294861	SCUE	Bateria interna com carga plena	3377DE4187CFD50F
25/09/2024 11:20:33	INFO	02294861	SCUE	Tamanho da mídia interna: 3.7 GB	F2641C811C526C14
25/09/2024 11:20:36	INFO	02294861	SCUE	Tamanho da memória: 3.7 GB	DB9C3E2884F66E89
25/09/2024 11:20:36	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [1] - [Pacote: /bin/avbin.vst] - [SUCESSO]	BD248F07CE08C330
25/09/2024 11:20:36	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [2] - [Pacote: /uenux/bin/avusrbin.vst] - [SUCESSO]	76CA9916CA282813
25/09/2024 11:20:37	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [3] - [Pacote: /uenux/lib/avusrlib.vst] - [SUCESSO]	566ECA7854CEA465
25/09/2024 11:20:38	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [4] - [Pacote: /uenux/lib/avusrlibue2022.vst] - [SUCESSO]	A6A964684AF025F4
25/09/2024 11:20:38	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [5] - [Pacote: /boot/boot/avboot.vst] - [SUCESSO]	D1C483C5D459A082
25/09/2024 11:20:38	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [6] - [Pacote: /boot/boot/avbootcfg.vst] - [SUCESSO]	1498DC7BEE86FA04
25/09/2024 11:20:39	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [7] - [Pacote: /lib/avlib.vst] - [SUCESSO]	75031AA051BC65C2
25/09/2024 11:20:39	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [8] - [Pacote: /lib/modules/avmod.vst] - [SUCESSO]	9E6A582535482CC6
25/09/2024 11:20:40	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [9] - [Pacote: /lib/modules/ue2022/avmodue2022.vst] - [SUCESSO]	35F1C58642DC0D50
25/09/2024 11:20:40	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [10] - [Pacote: /lib/plugins/generic/avlibqtgeneric.vst] - [SUCESSO]	D1A0650465EEFA54
25/09/2024 11:20:40	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [11] - [Pacote: /lib/plugins/imageformats/avlibqtimageformats.vst] - [SUCESSO]	08E794AD596C14D7
25/09/2024 11:20:40	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [12] - [Pacote: /lib/plugins/platforms/avlibqtplatforms.vst] - [SUCESSO]	71088A0BE97CE6AA
25/09/2024 11:20:40	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [13] - [Pacote: /uenux/lib/avusrlibue2010.vst] - [SUCESSO]	4B1984144DF061D5
25/09/2024 11:20:41	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [14] - [Pacote: /uenux/lib/avusrlibue2009.vst] - [SUCESSO]	AAE04412990C9029
25/09/2024 11:20:41	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [15] - [Pacote: /uenux/lib/avusrlibue2015.vst] - [SUCESSO]	32771F4B4A689D8C
25/09/2024 11:20:41	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [16] - [Pacote: /uenux/lib/avusrlibue2008.vst] - [SUCESSO]	F64472D600E16358
25/09/2024 11:20:42	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [17] - [Pacote: /uenux/lib/avusrlibue2022.vst] - [SUCESSO]	37D1F3259985C50A
25/09/2024 11:20:42	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [18] - [Pacote: /uenux/lib/avusrlibue2013.vst] - [SUCESSO]	92C891DFDADC6A60
25/09/2024 11:20:42	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [19] - [Pacote: /uenux/lib/avusrlibue2011.vst] - [SUCESSO]	351F4B0BED287B64
25/09/2024 11:20:43	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [20] - [Pacote: /uenux/lib/avusrlib.vst] - [SUCESSO]	DC50BE1ECE077FD6
25/09/2024 11:20:44	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [21] - [Pacote: /uenux/lib/avusrlibue2020.vst] - [SUCESSO]	7BD7D06DA773F28D
25/09/2024 11:20:44	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [22] - [Pacote: /uenux/lib/avusrlibue2006.vst] - [SUCESSO]	3E030C7E8E4C6248
25/09/2024 11:20:44	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [23] - [Pacote: /lib/modules/avmod.vst] - [SUCESSO]	364540C830CEF7BA
25/09/2024 11:20:44	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [24] - [Pacote: /lib/modules/ue2006/avmodue2006.vst] - [Arquivo: uebi.ko] - [SUCESSO]	C2A76D6DCA8050E1
25/09/2024 11:20:44	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [25] - [Pacote: /lib/modules/ue2008/avmodue2008.vst] - [Arquivo: uebi.ko] - [SUCESSO]	75F5083DE65826EB
25/09/2024 11:20:45	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [26] - [Pacote: /lib/modules/ue2009/avmodue2009.vst] - [SUCESSO]	C299F672DEA34F5B
25/09/2024 11:20:45	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [27] - [Pacote: /lib/modules/ue2010/avmodue2010.vst] - [SUCESSO]	B49DA16C2B67BF8A
25/09/2024 11:20:45	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [28] - [Pacote: /lib/modules/ue2011/avmodue2011.vst] - [SUCESSO]	0C5C331442C08906
25/09/2024 11:20:46	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [29] - [Pacote: /lib/modules/ue2013/avmodue2013.vst] - [SUCESSO]	BB400C1AE7DEDF3E
25/09/2024 11:20:46	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [30] - [Pacote: /lib/modules/ue2015/avmodue2015.vst] - [SUCESSO]	551DF6767AE3F205
25/09/2024 11:20:47	INFO	02294861	SCUE	Verificação de assinatura de aplicação por etapa [31] - [Pacote: /lib/modules/ue2020/avmodue2020.vst] - [SUCESSO]	3DD8A7466F5ECE5C
